file,clean_message
taylor-m/notes_inbox/348.,"message-id: date: wed, 22 mar 2000 11:17:00 -0800 (pst) enrononline procedures cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: david minns x-to: mark tana x-cc: paul quilkey, paul smith, susan musch, heidi mason, david forster x-bcc: x-folder: \mark_taylor _dec_2000\notes folders\notes inbox x-origin: taylor-m x-filename: mtaylor.nsf due to people being out of the office today we were not able to finalise a response concerning procedures to enable us to approve potential counterparties to trade australian power derivatives. this would include arrangements to cover both counterparties with a presence in australia and those that do not. in the case of the later group i believe we can come up with a set of procedures to address credit, tax, regulatory and settlement requirements. as i mentioned this morning sydney is the first ""satellite office"" to introduce enrononline. i would hope we can develop procedures that are robust enough to be used as a template by other enron offices. i suspect tomorrow will also be a fairly demanding day with the press coming in for the launching of enrononline and a number of us heading down to adelaide for project taipan. however settling this issue is major priority for us. we also spoke about procedures to approve australian incorporated counterparties who seek access to other enron products. i confirm that tana will be forwarding details of them to me for legal clearance. i will arrange procedures to discharge this function when i am out of the office as a 24 hour turn around is required."
lokay-m/sent/17.,"message-id: date: mon, 7 aug 2000 09:14:00 -0700 (pdt) re: throughput forecast mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- throughput forecast i would like to schedule a meeting to discuss the components for modeling tw throughput. the first date kim, lindy, sean and i could make was friday august 18th. how does everyone else's schedule look for the morning of the 18th?"
shackleton-s/inbox/644.,"message-id: date: tue, 29 jan 2002 12:11:43 -0800 (pst) list of counterparties mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: flores, nony </o=enron/ou=na/cn=recipients/cn=nflores> x-to: shackleton, sara </o=enron/ou=na/cn=recipients/cn=sshackl> x-cc: x-bcc: x-folder: \sara_shackleton_mar2002\shackleton, sara\inbox x-origin: shackleton-s x-filename: sshackl (non-privileged).pst sara, alan asked me to check with you on the list of additional financial trading counterparties desiring settlement so that we can add them onto the excel spreadsheet. currently we have the following counterparties listed: berry petroleum entergy-koch trading goldman sachs capital partners great bay power corporation new power company peoples energy corporation san diego gas & electric santa clara southern energy star gas propane, l.p. teco energy inc. (see affiliates listed below) prior energy corporation frontera generation limited partnership people's gas system, a division of tampa electric company txu thanks. nony"
symes-k/all_documents/263.,"message-id: date: fri, 17 nov 2000 04:17:00 -0800 (pst) re: 458802 mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- 458802 the broker has 23,775 as total mws, and also has a fee of .0075."
quigley-d/_exchange_info/56.,"message-id: date: tue, 4 dec 2001 11:19:53 -0800 (pst) fw: (01-398) correction: reminder on efs requirements for natural gas futures cc: legal mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: legal x- (01-398) correction: reminder on efs requirements for natural gas futures december 4, 2001 notice no. 01-398 to: nymex division members and member firms nymex division clearing members correction: reminder on efs requirements for natural gas futures ____________________________________________________________________________ _____ previously, in notice to members #01-366, the exchange announced a new program that commenced on november 1, 2001 and that permits the exchange of swaps for futures in natural gas futures contracts. as an informational follow-up to that notice, this notice includes the text of this efs rule. amendments to nymex rule 6.21a (asterisks indicate additions; brackets indicate deletions.) rule 6.21a. exchange of futures for, or in connection with, swap transactions (pilot program) (a) (1) an exchange of futures for, or in connection with, a swap (efs) consists of two discrete, but related, transactions; a swap transaction and a futures transaction. at the time such transaction is effected, the buyer and seller of the futures must be, respectively, the seller and the buyer of the swap. the swap component shall involve the commodity underlying the futures contract (or a derivative, by-product or related product of such commodity). the quantity covered by the swap must be approximately equivalent to the quantity covered by the futures contracts. the swap component of an efs transaction must comply with the applicable cftc swap regulatory requirements. the initial term of the pilot program shall be three years from the effective date of this rule 6.21a. (2) eligible contracts and transactions. efs transactions may be effected only for transactions in the exchange's brent crude oil futures contract * or in the henry hub natural gas futures contract (for a period of six months following implementation of the pilot program for natural gas efs transactions) * . (b)(1) the report of an efs transaction shall be given on the floor of the exchange during the hours of futures trading. (2) efs transactions * involving the brent contract * are permitted until the close of trading on the last trading day in the expiring contract month [of the applicable contract(s)]. * (3) efs transactions involving natural gas contract are permitted until two hours after trading terminates on the last day of trading in the expiring contract month. * (c) a report of such efs transaction shall be submitted to the exchange by each clearing member representing the buyer and/or seller. such report shall identify the efs as made under this rule and shall contain the following information: a statement that the swap component of the efs complied with the applicable cftc swap regulatory requirements at the time the efs was entered into between the buyer and seller, a statement that the efs has resulted or will result in a change of payments or other such change, the kind and quantity of the futures, the price at which the futures transaction is to be cleared, the names of the clearing members and customers and such other information as the exchange may require. such report (form) shall be submitted to the compliance department by 12:00 noon, no later than two (2) exchange business days after the day of posting the efs on the floor of the exchange. (d)(1) each buyer and seller must satisfy the exchange, at its request, that the transaction is a legitimate efs transaction. upon the request of the exchange, all documentary evidence relating to the efs, including a master swap agreement and any supplements thereto, shall be obtained by the clearing members from the buyer or seller and made available by the clearing members for examination by the exchange. additionally, if the buyer or seller is a member/member firm, the exchange may obtain the information directly from such person(s). (2) for [all nymex division contracts] * the brent contract *, no efs that is linked to or contingent upon entry into a second, offsetting swap transaction may be transacted during regular trading hours at any time that nymex offers trading in its contracts, unless trading in a market is halted, such as during a physical emergency. * for the natural gas contract, no efs that is linked to or contingent upon entry into a second, offsetting swap transaction may be transacted at any time. * (3) failure by a buyer or seller, or its clearing member to satisfy the exchange that an efs transaction is bona fide shall subject such buyer or seller, if a member/member firm, or the clearing member to disciplinary action. such disciplinary action, depending on the gravity of the offense, may be deemed to be a major offense of the exchange's rules. further, if the buyer or seller is not a member/member firm, the exchange may conduct a hearing before the business conduct committee to limit, condition or deny access to the market. (e) each efs transaction shall be posted by the floor members and cleared through the exchange in accordance with normal procedures and by the clearing members involved. (f) all omnibus accounts and foreign brokers shall submit a signed efs reporting agreement in the form prescribed by the exchange to the exchange's compliance department. such agreement shall provide that any omnibus account or foreign broker identified by a clearing member (or another omnibus account or foreign broker) as the buyer or seller of an efs pursuant to rule 6.21a(c), shall supply the name of its customer and such other information as the exchange may require. such information shall be submitted to the exchange's compliance department by 12:00 noon no later than two (2) exchange business days after the day of posting the efs on the floor of the exchange. failure by an omnibus account or foreign broker to submit either the agreement or the particular efs information to the exchange may result in a hearing by the business conduct committee to limit, condition or deny access of such omnibus account or foreign broker to the market."
kean-s/calendar/untitled/7379.,"message-id: date: wed, 7 feb 2001 09:52:00 -0800 (pst) revised presentation mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: maureen mcvicker x-to: rebecca carter x-cc: x-bcc: x-folder: \steven_kean_june2001_3\notes folders\calendar\untitled x-origin: kean-s x-filename: skean.nsf here's the revised presentation."
kean-s/all_documents/6474.,"message-id: date: mon, 25 dec 2000 02:24:00 -0800 (pst) your order with amazon.com (#104-7660794-8240766) mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: x-to: x-cc: x-bcc: x-folder: \steven_kean_june2001_1\notes folders\all documents x-origin: kean-s x-filename: skean.nsf thank you for your amazon.com gift certificate order! your order summary appears below. to see the latest information about your order, please visit: or click the ""your account"" link in the top right corner of any page on our web site. if you need to get in touch with us about your order, send an e-mail message to (or just reply to this message). ------------------------------------------------------------ quantity: 1 amount: $ 250.00 gift certificate(s): $ 250.00 shipping: free tax: $ 0 ------- total: $ 250.00 will be sent to: thank you for shopping at amazon.com! ------------------------------------------------------------- amazon.com earth's biggest selection -------------------------------------------------------------"
scott-s/inbox/83.,"message-id: date: wed, 22 aug 2001 08:51:00 -0700 (pdt) fw: ngi article: ca power buying agency shops for natural gas, too mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- ngi article: ca power buying agency shops for natural gas, too fyi. daily gas price index published : august 22, 2001 ca power buying agency shops for natural gas, too as part of its 53 long-term electricity contracts, california's department of water resources (dwr) is shopping for a portfolio of natural gas supplies of various duration to use in about half the deals that give the state the option of providing its own fuel supplies when it can beat prevailing market rates used by its power suppliers. so far, it has seven gas deals in various stages of development with six different marketers, according to sacramento-based dwr spokesperson oscar hidalgo. two contracts are in effect now with pan-canadian energy services for july and august strips of gas supplies. at this point, dwr will not talk about how much gas and/or electric supplies are involved. ""we have a total of seven 'enabling agreements' that allow us to purchase supplies into the future without re-doing the whole contract process each time,"" hidalgo said. ""what we have now are two executed contracts with pan-canadian for gas. ""it doesn't mean we have to supply gas for the generator (in our long-term contracts), it just means if we can buy gas at a better rate, we have an option to do so. so we're in the early stages of building a gas portfolio that will allow us to bring gas to the deal if it is cost-effective for us to do so."" dwr is looking at possible storage services as part of its gas deals, said hidalgo, noting that the state's power-buying agency wants to hedge by having some bulk power deals tied to fixed prices and others using gas tolling arrangements. in addition to the canadian company, the five other gas marketers with which dwr is talking are: bp energy co.; coast energy group; occidental energy marketing, inc.; dynegy marketing and trade; and texaco natural gas, inc."
rodrique-r/_sent_mail/603.,"message-id: date: mon, 7 aug 2000 10:17:00 -0700 (pdt) re: premature email-culation (hmmm... i hope that doesn't open me up to any lawsuits?!) mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: robin rodrigue x-to: brian kristjansen x-cc: x-bcc: x-folder: \robin_rodrique_jun2001\notes folders\'sent mail x-origin: rodrique-r x-filename: rrodri2.nsf that's your favorite joke! that was a really lame joke...in fact it was pathetic. remind me never to take you to an open mike at a comedy club...actually i don't think you'll ever have to remind me!"
williams-j/inbox/189.,"message-id: date: thu, 7 jun 2001 08:33:45 -0700 (pdt) why i won't live out side the loop..... mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: sheedy, mike </o=enron/ou=na/cn=recipients/cn=notesaddr/cn=6f9d87bc-835952f1-882569fc-5b9737> x-to: williams, jason (trading) </o=enron/ou=na/cn=recipients/cn=jwillia>, bauer, joyce </o=enron/ou=na/cn=recipients/cn=notesaddr/cn=4d81b9ce-7c96014-882569c9-80b5f2>, x-cc: x-bcc: x-folder: \williams, jason (trading)\williams, jason (trading)\inbox x-origin: williams-j x-filename: williams, jason (trading).pst this is what happens when it floods in the burbs."
donohoe-t/all_documents/176.,"message-id: date: wed, 25 oct 2000 17:24:00 -0700 (pdt) erroneous messages sent by andrew wu/hou/ees on wednesday, october 25th mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: enron announcements x-to: all enron worldwide x-cc: x-bcc: x-folder: \thomas_donohoe_dec2000\notes folders\all documents x-origin: donohoe-t x-filename: tdonoho.nsf on wednesday, october 25, at approximately 7 p.m. cst, you may have received e-mail messages which appear to have been sent from andrew wu/hou/ees. these e-mails were generated as the result of an erroneous messaging agent which originated on the ees mail system. the overall effect of the messaging agent allowed the ""auto-reply"" of all messages within andrew wu's mail file, many which included the global distribution group of ""enron worldwide"". the enron global messaging group alerted ees mail administration to the event and were successful in disabling the ""auto-reply"" agent rather quickly, however, numerous mail messages had already been delivered to your server mailbox. if you received any of these messages, please delete them and do not reply back to andrew wu regarding the receipt of the messages. we apologize for the inconvenience that this may have caused you and will strive to ensure that a similar incident does not occur in the future. thanks, enron global messaging team"
donoho-l/sent_items/208.,"message-id: date: tue, 13 nov 2001 11:22:01 -0800 (pst) final ken lay pres mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: donoho, lindy </o=enron/ou=na/cn=recipients/cn=ldonoho> x-to: geaccone, tracy </o=enron/ou=na/cn=recipients/cn=tgeacco> x-cc: x-bcc: x-folder: \ldonoho (non-privileged)\donoho, lindy\sent items x-origin: donoho-l x-filename: ldonoho (non-privileged).pst let me know if you need any help for thursday's meeting."
allen-p/_sent_mail/58.,"message-id: date: mon, 4 dec 2000 06:23:00 -0800 (pst) re: transportation reports mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: phillip k allen x-to: colleen sullivan x-cc: x-bcc: x-folder: \phillip_allen_dec2000\notes folders\'sent mail x-origin: allen-p x-filename: pallen.nsf it is ok with me."
lay-k/enron/2.,"message-id: date: fri, 13 aug 1999 18:12:00 -0700 (pdt) fw: situation in china mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: ""lindsey lipscomb"" x-to: ""joe sutton"" kenneth lay x-cc: x-bcc: x-folder: \kenneth_lay_dec2000\notes folders\enron x-origin: lay-k x-filename: klay.nsf > > to: ken lay and joe sutton; > > first let me say that i heartily applaud the move you recently made in > regard to oil and gas exploration and production. i feel somewhat > vindicated in the position that i had previously taken with eog management > when i suggested selling off the domestic operations and concentrating on > the foreign opportunities. my real satisfaction, however, is in the > retention by enron corp. of both the china and india operations. i believe > that i have expressed to both of you that the concept of an integrated gas > company was very appealing to the officials in both countries. particularly > in china, this concept appeared to be a factor in the success of our > negotiations. > i am a bit concerned, however, by the reports i receive from some of my > friends and former colleagues in cnpc. they tell me of a degree of > unhappiness with the state of the relationship between their management and > enron's e & p management. in their view this casts some doubts on the > feasibility of a long-term working partnership, even though they are well > pleased with the technical results achieved thus far. > i have complete faith that enron corp. will resolve this matter in good > time and not allow it to jeopardize, in any degree, the great potential > that enron has in china. nevertheless, if there is any way in which either > i or my colleague, johnny kopecky, can be of any assistance we stand ready > to do so. both of us continue to have close contacts and a good rapport > with members of cnpc and spa management. we could perhaps assist in > determining the true nature and extent of the problem, if there should > indeed be one. > again, congratulations on what you are doing with enron. and many thanks > for the steady increase in the valuations of my enron stock. > > regards, > > lindsey lipscomb"
guzman-m/notes_inbox/6.,"message-id: date: tue, 1 may 2001 05:14:00 -0700 (pdt) tonight - beavers baseball mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: mollie gustafson x-to: portland west desk x-cc: x-bcc: x-folder: \mark guzman 6-28-02\notes folders\notes inbox x-origin: guzman-m x-filename: mark guzman 6-28-02.nsf i have 3 tickets available for the beavers game tonight, these are in the enron pavilion suite, game starts at 6:30 pm. i also have a parking pass available. first person to express interest is the winner! thanks. mollie"
watson-k/sent_items/324.,"message-id: date: sun, 23 sep 2001 16:04:57 -0700 (pdt) fw: lunch mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- lunch i heard from palu, she is available for lunch next tuesday. jan"
shapiro-r/speaking_engagements/1.,"message-id: date: tue, 27 feb 2001 08:11:00 -0800 (pst) grid cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x- grid colleagues: here is the grid that i have sent to kay joslin for inclusion in the registration brochure. the track leaders deserve a round of applause and many kudos for the great work they've done in developing a very strong grid. and, thanks to kay for doing the vital job of handling all the printing!!!! ron - grid 2001.doc"
blair-l/sent_items/904.,"message-id: date: tue, 6 nov 2001 15:28:47 -0800 (pst) re: an invitation to a contracts & capacity release project celebration mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: quoted-printable x-=09fw: an invitation to a contracts & capacity release project cele= bration just a reminder .. if you haven't rsvp for the casino party, i will still b= e taking them today. thanks. -----original message----- =09an invitation to a contracts & capacity release project celebrat= ion hope you all can join us! << file: casino night.ppt >>"
steffes-j/deleted_items/144.,"message-id: date: thu, 20 sep 2001 07:41:56 -0700 (pdt) pennsylvania $147,000 ees assessment cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: quoted-printable bcc: x-from: hoatson, tom </o=enron/ou=na/cn=recipients/cn=thoatson> x-to: sharp, vicki </o=enron/ou=na/cn=recipients/cn=notesaddr/cn=dc350363-f761e300-862564c2-54998e>, keller, james </o=enron/ou=na/cn=recipients/cn=notesaddr/cn=e323b9cf-f1eda68d-8625650e-5329b7> x-cc: montovano, steve </o=enron/ou=na/cn=recipients/cn=smontova>, steffes, james d. </o=enron/ou=na/cn=recipients/cn=jsteffe> x-bcc: x-folder: \jsteffe (non-privileged)\steffes, james d.\deleted items x-origin: steffes-j x-filename: jsteffe (non-privileged).pst ees was recently assessed $147,000 by the pennsylvania puc as a method of r= ecovering their costs. enron's local pa attorney, kevin moody of wolf, blo= ck, schorr and solis-cohen llp, notified us that he has taken the lead for = a group of natural gas suppliers to challenge the assessments and inquired = if enron wanted to be a part of the group. the group includes ioga (an ass= ociation of oil & gas suppliers in pa), txu, hess, new power, and 4 others.= moody successfully got a postponement of the payments until oct 16. ees = is included in the postponement at this time. the options are to litigate = the assessment (moody feels we are on solid ground to prevail) or to negoti= ate a settlement with the puc where we agree to some assessment to be deter= mined. litigating the assessment could cost about $50k - $60k (in addition= to the $25k to date) whereas settling would obviously be less expensive in= itially but would provide an assessment for each year going forward. moody= id meeting with the pa puc this friday to determine what would be the best= way to proceed (he is hoping to convince them that the statute is quite cl= ear that they cannot make the assessment and that they withdraw it). we wi= ll have a better grasp of the situation and clearer path for the direction = we should pursue after that meeting. i will keep you informed. =20"
dean-c/inbox/350.,"message-id: date: sun, 21 oct 2001 11:36:57 -0700 (pdt) schedule crawler: hourahead failure <codesite> cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: davis, pete </o=enron/ou=na/cn=recipients/cn=pdavis1> x-to: davis, pete </o=enron/ou=na/cn=recipients/cn=pdavis1> x-cc: meyers, bert </o=enron/ou=na/cn=recipients/cn=bmeyers>, williams iii, bill </o=enron/ou=na/cn=recipients/cn=bwillia5>, dean, craig </o=enron/ou=na/cn=recipients/cn=cdean2>, linder, eric </o=enron/ou=na/cn=recipients/cn=elinder>, solberg, geir </o=enron/ou=na/cn=recipients/cn=gsolber>, symes, kate </o=enron/ou=na/cn=recipients/cn=ksymes>, harasin, leaf </o=enron/ou=na/cn=recipients/cn=lharasin>, guzman, mark </o=enron/ou=na/cn=recipients/cn=mguzman3>, davis, pete </o=enron/ou=na/cn=recipients/cn=pdavis1>, slinger, ryan </o=enron/ou=na/cn=recipients/cn=rslinger>, x-bcc: x-folder: \cdean2 (non-privileged)\dean, craig\inbox x-origin: dean-c x-filename: cdean2 (non-privileged).pst start date: 10/21/01; hourahead hour: 14; hourahead schedule download failed. manual intervention required. log messages: parsing file -->> o:\portland\westdesk\california scheduling\iso final schedules\2001102114.txt !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database error: dbcaps97data: cannot perform this operation on a closed database !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data !!!unknown database. alias: dbcaps97data error: dbcaps97data: cannot perform this operation on a closed database"
kean-s/all_documents/1766.,"message-id: date: tue, 31 oct 2000 06:16:00 -0800 (pst) timelines on pge sale mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: sarah novosel x-to: j mark metts, mitchell taylor, ann ballard, dwight larson, richard shapiro, steven j kean, joe hartsoe, paul kaufman, x-cc: x-bcc: x-folder: \steven_kean_dec2000_1\notes folders\all documents x-origin: kean-s x-filename: skean.nsf attached are our power point slides laying out the time line for ferc action. the estimated time frames for ferc action, even without a settlement, are somewhat more positive than we discussed yesterday (e.g., ferc order on the merits after a technical conference by mid-february). also, the group is somewhat optimistic that the ferc order in november could be an order on the merits, without additional proceedings such as a technical conference or a hearing. these optimistic time tables are based on the assumption that sierra will not take any action that will alienate or annoy ferc, which could result in a slowdown in ferc's approval process. adam wenner, steve angle, sam behrends, joanne rutkowski and i all discussed the various time frames that are laid out in the slides, but they have not seen the slides, so we would like to reserve the right to amend the slides once everyone has a chance to review them. also, as we discussed yesterday, we would like to be able to revise the slides, if necessary, tomorrow once we get ferc's agenda for its november 8 meeting and we see what action ferc takes in the california investigation on price spikes this past summer. please let me know if you have any questions or comments. sarah"
dasovich-j/all_documents/4734.,"message-id: date: wed, 13 dec 2000 10:05:00 -0800 (pst) re: revised electricity op-ed cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: jeff dasovich x-to: x-cc: x-bcc: x-folder: \jeff_dasovich_dec2000\notes folders\all documents x-origin: dasovich-j x-filename: jdasovic.nsf jeannie: apologies. though i'm sure it doesn't seem like it, i'm on the job. i'll try to get the numbers and i'll read the piece now. best, jeff"
hyvl-d/all_documents/558.,"message-id: date: fri, 17 nov 2000 06:13:00 -0800 (pst) entex cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: janet h wallis x-to: dan j hyvl x-cc: paul couvillon x-bcc: x-folder: \dan_hyvl_dec2000_june2001\notes folders\all documents x-origin: hyvl-d x-filename: dhyvl.nsf i need one admendment and one new contract. admend r&c +.769 to reflect this: april 2001 - october 2001 5,000 mmbtu's a day price: higher of inside ferc hsc + .769 minus $.15 (.619) or $4.00 + .769 minus $.15 (.619) new deal april 2001 - october 2001 5,000 mmbtus a day if hsc minus $.1425 delivery location clark refinery. baseload rateable entex gas resources"
taylor-m/all_documents/2310.,"message-id: date: tue, 13 jun 2000 03:25:00 -0700 (pdt) posting agreement draft cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: mark taylor x-to: david gilberg ""kenneth m. raisler"" x-cc: louise kitchen, andy zipper, travis mccullough x-bcc: x-folder: \mark_taylor _dec_2000\notes folders\all documents x-origin: taylor-m x-filename: mtaylor.nsf here is the most recent draft of the posting agreement which we would like to discuss with you at our meeting tomorrow."
bass-e/_sent_mail/1063.,"message-id: date: thu, 20 jan 2000 01:31:00 -0800 (pst) re: entex transport reimbursement cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x- entex transport reimbursement eric and mick, does this match your understanding of how the money for transport related to the volumes that entex pulls for lufkin/diboll residential volumes end up in ed's p&l? also, do we do anything for the industrial volume? i think we ought to let people know that we accomplished this (albeit that we did this a long time ago). please let me know. ed asked me to find revenue from entex for transportation expense to lufkin/diboll for the residential part of the contract (transaction 10). after checking into it, we have all found the following things: 1. howard allocates the lufkin/diboll meters (7107/8/9) based on actuals. 2. howard receives allocations from entex for the industrial volumes, and then backs into the transaction 10 (residential) volumes for lufkin/diboll. 3. howard allocates the residential piece for lufkin/diboll to transaction 10. 4. kyle bills entex for the residential volume, and applies the cash to the sales invoice. 5. cassandra cuts an invoice to co. 16 to get reimbursed for the transport expense going up to lufkin/diboll for the residential volume. 6. the money lands in ed's p&l for the residential piece of the transport reimbursement. right now, at the end of the month, eric bass tells mick how much the transport reimbursement is and mick includes that money in ed's p&l as revenue from a third party. the actual money is reflected in co. 12, and we just have to make sure that the money is reflected as revenue for ed in the g/l rather than for tom."
scott-s/all_documents/1065.,"message-id: date: mon, 4 dec 2000 09:33:00 -0800 (pst) christmas tasters mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: x-to: x-cc: x-bcc: x-folder: \susan_scott_dec2000_june2001_2\notes folders\all documents x-origin: scott-s x-filename: sscott5.nsf tis the season for a christmas tasters!! hopefully i have everyone's input who has emailed me - if not, send it to me again. now i have a little list by my desk where i record these things. here is what everyone has volunteered to bring: becca: rolls, desert julianna: veggie crossiant ashlea: 7 layer dip jen: pumpkin flan (and something else, tbd) berry: turkey/roasted chicken - kudos!!!! lisa: green beans and cupcakes the party is at 3035 quenby (jen's house) around 7:45. everyone else decide what you will bring and send me an email. this is going to be a blast and a great way to start the christmas season! also, please bring a gift (under $15) that is a decorative christmas piece for our gift exchange. can't wait to see you guys! everyone get excited - deborah is going to be back in houston!"
giron-d/all_documents/627.,"message-id: date: thu, 26 oct 2000 03:17:00 -0700 (pdt) do this: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- do this: ---------------------- forwarded by jennifer bagwell/na/enron on 10/26/2000 09:54 am --------------------------- jackson 10/13/2000 01:06 pm to: jennifer cc: subject: do this: ---------------------- forwarded by jackson logan/hou/ect on 10/13/2000 01:06 pm --------------------------- ""thorp, brian c"" on 10/13/2000 12:58:55 pm to: ""jackson logan (e-mail)"" cc: subject: do this: try this one if you get bored... follow the instructions... hilarious... toll free national discount brokers 1. dial 1-800-888-3999 (it's free) 2. listen to the options- listen all the way through 3. when you hear #7 hit 7 every company should have an option #7. brian thorp aim institutional group (800) 659-1005 x7636 (713) 214-7636"
